Id_Siniestro;Nro_Victimas;Fecha;Franja_Hora;Tipo_Calle;Comuna;Longitud;Latitud;Victima;Acusado;Rol;Sexo;Edad;Año;Mes;Semestre
2017-0037;1;31/03/2017;Madrugada;Avenida;1;-58,38896772;-34,61799615;Moto;Cargas;Conductor;Masculino;41;2017;3;1
2017-0038;1;1/04/2017;Noche;Avenida;7;-58,44516857;-34,64363363;Moto;Auto;Conductor;Femenino;40;2017;4;1
2017-0040;1;3/04/2017;Mañana;Avenida;13;-58,43834197;-34,54560369;Auto;Multiple;Conductor;Masculino;43;2017;4;1
2017-0041;1;3/04/2017;Noche;Calle;7;-58,45485084;-34,63531854;Moto;Auto;Conductor;Masculino;17;2017;4;1
2017-0042;1;10/04/2017;Mañana;Gral Paz;14;-58,42346;-34,55706;Moto;Cargas;Conductor;Masculino;;2017;4;1
2017-0045;1;14/04/2017;Mañana;Calle;10;-58,52449285;-34,62454175;Moto;Objeto Fijo;Conductor;Masculino;21;2017;4;1
2017-0047;1;23/04/2017;Mañana;Avenida;8;-58,46713742;-34,6719879;Moto;Auto;Conductor;Masculino;37;2017;4;1
2017-0049;1;27/04/2017;Noche;Avenida;8;-58,43850413;-34,65554754;Peaton;Pasajeros;Peaton;Masculino;22;2017;4;1
2017-0050;2;28/04/2017;Mañana;Autopista;9;-58,49258;-34,64043;Moto;Cargas;Conductor;Masculino;46;2017;4;1
2017-0050;2;28/04/2017;Mañana;Autopista;9;-58,49258;-34,64043;Moto;Cargas;Pasajero_Acompañante;Masculino;16;2017;4;1
2017-0051;1;1/05/2017;Madrugada;Autopista;7;-58,46782;-34,65168;Auto;Auto;Conductor;Masculino;33;2017;5;1
2017-0052;1;5/05/2017;Madrugada;Gral Paz;8;-58,49413799;-34,68095739;Peaton;Cargas;Peaton;Femenino;47;2017;5;1
2017-0053;1;5/05/2017;Noche;Calle;4;-58,37547846;-34,65326075;Moto;Cargas;Conductor;Masculino;28;2017;5;1
2017-0054;1;7/05/2017;Noche;Avenida;15;-58,48680218;-34,58689719;Moto;Auto;Pasajero_Acompañante;Femenino;20;2017;5;1
2017-0055;1;9/05/2017;Mañana;Avenida;12;-58,49563989;-34,57962262;Auto;Auto;Conductor;Masculino;32;2017;5;1
2017-0058;1;9/05/2017;Noche;Avenida;1;-58,38403232;-34,5991594;Peaton;Moto;Peaton;Masculino;80;2017;5;1
2017-0059;1;11/05/2017;Mañana;Calle;1;-58,38223382;-34,62693865;Peaton;Pasajeros;Peaton;Femenino;39;2017;5;1
2017-0060;1;13/05/2017;Mañana;Avenida;8;-58,45966521;-34,67323292;Moto;Objeto Fijo;Pasajero_Acompañante;Masculino;30;2017;5;1
2017-0061;1;15/05/2017;Tarde;Avenida;2;-58,39303911;-34,59871111;Peaton;Moto;Peaton;Masculino;47;2017;5;1
2017-0062;1;15/05/2017;Tarde;Avenida;10;-58,51262106;-34,63395999;Moto;Cargas;Conductor;Masculino;35;2017;5;1
2017-0063;1;17/05/2017;Mañana;Avenida;1;-58,38118367;-34,61646839;Peaton;Pasajeros;Peaton;Femenino;79;2017;5;1
2017-0064;1;20/05/2017;Madrugada;Calle;1;-58,37653284;-34,60582475;Cargas;Auto;Pasajero_Acompañante;Masculino;61;2017;5;1
2017-0065;1;22/05/2017;Tarde;Avenida;4;-58,37709334;-34,64035082;Bicicleta;Cargas;Ciclista;Masculino;21;2017;5;1
2017-0066;1;22/05/2017;Noche;Avenida;15;-58,46002142;-34,60409469;Peaton;Pasajeros;Peaton;Masculino;10;2017;5;1
2017-0067;1;23/05/2017;Madrugada;Avenida;6;-58,4338197;-34,62801894;Moto;Cargas;Conductor;Masculino;21;2017;5;1
2017-0068;1;27/05/2017;Noche;Avenida;8;-58,43580656;-34,66437532;Moto;Objeto Fijo;Conductor;Masculino;32;2017;5;1
2017-0069;1;24/05/2017;Tarde;Gral Paz;9;-58,52173071;-34,65997463;Moto;NaN;Conductor;Masculino;39;2017;5;1
2017-0070;1;30/05/2017;Tarde;Calle;11;-58,50791763;-34,59804273;Peaton;Auto;Peaton;Masculino;80;2017;5;1
2017-0072;1;3/06/2017;Noche;Avenida;12;-58,49175088;-34,58226957;Auto;Auto;Conductor;Masculino;25;2017;6;1
2017-0073;1;4/06/2017;Mañana;Avenida;3;-58,40781467;-34,60425669;Moto;Auto;Conductor;Masculino;19;2017;6;1
2017-0074;1;4/06/2017;Tarde;Calle;9;-58,52567073;-34,63787791;NaN;NaN;NaN;Masculino;70;2017;6;1
2017-0075;1;12/06/2017;Noche;Avenida;1;-58,381542;-34,60906385;Peaton;NaN;Peaton;Masculino;55;2017;6;1
2017-0076;1;13/06/2017;Tarde;Avenida;2;-58,38526125;-34,5780581;Peaton;Cargas;Peaton;Femenino;30;2017;6;1
2017-0077;1;17/06/2017;Noche;Calle;14;-58,42934104;-34,58451712;Moto;Cargas;Conductor;Femenino;60;2017;6;1
2017-0079;1;19/06/2017;Tarde;Calle;3;-58,40657493;-34,61781124;Moto;Cargas;Conductor;Masculino;33;2017;6;1
2017-0080;1;22/06/2017;Mañana;Avenida;9;-58,49525314;-34,64487785;Peaton;Cargas;Peaton;Femenino;95;2017;6;1
2017-0082;1;25/06/2017;Noche;Avenida;4;-58,39092851;-34,62932696;Peaton;Auto;Peaton;Masculino;36;2017;6;1
2017-0083;1;4/07/2017;Madrugada;Avenida;9;-58,49603546;-34,64564271;Moto;Cargas;Conductor;Masculino;37;2017;7;2
2017-0084;1;5/07/2017;Tarde;Avenida;2;-58,38502878;-34,58703485;Peaton;Pasajeros;Peaton;Femenino;73;2017;7;2
2017-0085;1;7/07/2017;Tarde;Avenida;4;-58,37261143;-34,63150425;Peaton;Pasajeros;Peaton;Masculino;84;2017;7;2
2017-0086;1;9/07/2017;Mañana;Avenida;9;-58,51876802;-34,63905965;Peaton;Moto;Peaton;Femenino;30;2017;7;2
2017-0087;1;10/07/2017;Mañana;Calle;3;-58,41095567;-34,61516101;Peaton;Auto;Peaton;Femenino;73;2017;7;2
2017-0088;1;10/07/2017;Noche;Avenida;1;-58,36797542;-34,62519403;Peaton;Pasajeros;Peaton;Masculino;43;2017;7;2
2017-0089;1;13/07/2017;Tarde;Calle;9;-58,51514709;-34,64787051;NaN;Auto;NaN;Masculino;23;2017;7;2
2017-0090;1;15/07/2017;Madrugada;Gral Paz;11;-58,51925642;-34,59171721;Peaton;Auto;Peaton;Masculino;22;2017;7;2
2017-0091;1;15/07/2017;Tarde;Gral Paz;12;-58,48671535;-34,54321216;Moto;NaN;Conductor;Masculino;58;2017;7;2
2017-0092;1;24/07/2017;Noche;Autopista;1;-58,38268809;-34,62282019;Peaton;Auto;Peaton;Masculino;66;2017;7;2
2017-0093;1;25/07/2017;Tarde;Autopista;13;-58,43633522;-34,54966288;Peaton;Auto;Peaton;Masculino;;2017;7;2
2017-0094;1;27/07/2017;Mañana;Calle;10;-58,52640838;-34,61765855;Bicicleta;Cargas;Ciclista;Femenino;56;2017;7;2
2017-0095;1;6/08/2017;Mañana;Avenida;14;-58,41894306;-34,59778875;Moto;Auto;Conductor;Masculino;36;2017;8;2
2017-0096;1;7/08/2017;Noche;Avenida;13;-58,46756026;-34,54972741;Peaton;Pasajeros;Peaton;Masculino;87;2017;8;2
2017-0098;1;8/08/2017;Tarde;Calle;7;-58,45715752;-34,63132912;Peaton;Auto;Peaton;Femenino;61;2017;8;2
2017-0099;1;17/08/2017;Noche;Avenida;14;-58,42406784;-34,56213916;Bicicleta;Auto;Ciclista;Masculino;28;2017;8;2
2017-0100;1;21/08/2017;Mañana;Calle;3;-58,3967447;-34,61512051;Moto;Objeto Fijo;Pasajero_Acompañante;Femenino;16;2017;8;2
2017-0101;1;23/08/2017;Mañana;Avenida;13;-58,44537508;-34,57084818;Peaton;Multiple;Peaton;Femenino;61;2017;8;2
2017-0102;1;24/08/2017;Madrugada;Avenida;4;-58,40056767;-34,6510708;Peaton;Cargas;Peaton;Masculino;46;2017;8;2
2017-0104;1;25/08/2017;Mañana;Avenida;1;-58,38109568;-34,61853244;Peaton;Cargas;Peaton;Femenino;18;2017;8;2
2017-0106;1;31/08/2017;Noche;Calle;14;-58,42533612;-34,58035258;Peaton;Pasajeros;Peaton;Femenino;85;2017;8;2
2017-0107;1;1/09/2017;Mañana;Avenida;13;-58,46062311;-34,54395182;Moto;Cargas;Conductor;Masculino;41;2017;9;2
2017-0108;2;2/09/2017;Madrugada;Gral Paz;12;-58,49491054;-34,54795581;Objeto Fijo;Auto;Pasajero_Acompañante;Masculino;17;2017;9;2
2017-0108;2;2/09/2017;Madrugada;Gral Paz;12;-58,49491054;-34,54795581;Objeto Fijo;Auto;Pasajero_Acompañante;Masculino;10;2017;9;2
2017-0109;1;4/09/2017;Noche;Avenida;7;-58,47130269;-34,63665402;Moto;Auto;Conductor;Masculino;21;2017;9;2
2017-0110;1;6/09/2017;Tarde;Avenida;1;-58,370488;-34,60189492;Peaton;Pasajeros;Peaton;Masculino;56;2017;9;2
2017-0111;1;7/09/2017;Noche;Calle;4;-58,42023854;-34,6423411;Peaton;Cargas;Peaton;Femenino;79;2017;9;2
2017-0112;2;10/09/2017;Mañana;Autopista;7;-58,45807401;-34,6399743;Auto;Objeto Fijo;Pasajero_Acompañante;Masculino;1;2017;9;2
2017-0112;2;10/09/2017;Mañana;Autopista;7;-58,45807401;-34,6399743;Auto;Objeto Fijo;Pasajero_Acompañante;Masculino;;2017;9;2
2017-0113;1;11/09/2017;Mañana;Avenida;1;-58,37697717;-34,59573848;Peaton;Pasajeros;Peaton;Femenino;76;2017;9;2
2017-0114;1;15/09/2017;Madrugada;Avenida;2;-58,3910058;-34,5849866;Auto;Objeto Fijo;Conductor;Masculino;26;2017;9;2
2017-0115;1;19/09/2017;Noche;Avenida;5;-58,42182126;-34,63089661;Moto;Bicicleta;Conductor;Masculino;34;2017;9;2
2017-0116;1;20/09/2017;Noche;Gral Paz;12;-58,51389422;-34,58075791;Moto;Objeto Fijo;Conductor;Masculino;22;2017;9;2
2017-0118;1;22/09/2017;Mañana;Avenida;4;-58,37585415;-34,65232158;Moto;Auto;Pasajero_Acompañante;Femenino;26;2017;9;2
2017-0120;1;2/10/2017;Tarde;Autopista;9;-58,47297505;-34,66245085;Moto;Cargas;Conductor;Masculino;20;2017;10;2
2017-0123;1;10/10/2017;Madrugada;Avenida;8;-58,46855503;-34,67216349;Peaton;Auto;Peaton;Femenino;36;2017;10;2
2017-0124;1;12/10/2017;Tarde;Calle;15;-58,44254033;-34,59185043;Moto;Pasajeros;Conductor;Masculino;51;2017;10;2
2017-0125;1;13/10/2017;Mañana;Avenida;8;-58,46622247;-34,67926929;Moto;Objeto Fijo;Conductor;Masculino;29;2017;10;2
2017-0126;2;14/10/2017;Mañana;Avenida;8;-58,48003734;-34,68148508;Auto;Objeto Fijo;Pasajero_Acompañante;Masculino;39;2017;10;2
2017-0126;2;14/10/2017;Mañana;Avenida;8;-58,48003734;-34,68148508;Auto;Objeto Fijo;Conductor;Masculino;36;2017;10;2
2017-0127;1;16/10/2017;Mañana;Avenida;2;-58,41192137;-34,59800248;Moto;Moto;Pasajero_Acompañante;Masculino;24;2017;10;2
2017-0128;1;17/10/2017;Tarde;Calle;6;-58,44034689;-34,61349731;Peaton;Pasajeros;Peaton;Femenino;60;2017;10;2
2017-0129;1;26/10/2017;Noche;Autopista;9;-58,47155277;-34,64925746;Moto;Pasajeros;Conductor;Masculino;57;2017;10;2
2017-0130;1;27/10/2017;Madrugada;Avenida;15;-58,47883099;-34,59967065;Auto;Cargas;Conductor;Masculino;23;2017;10;2
2017-0132;1;30/10/2017;Tarde;Avenida;8;-58,46552171;-34,6937413;Moto;Pasajeros;Conductor;Masculino;23;2017;10;2
2017-0134;1;6/11/2017;Noche;Avenida;8;-58,4423972;-34,66777987;Peaton;Pasajeros;Peaton;Femenino;47;2017;11;2
2017-0135;1;7/11/2017;Tarde;Avenida;15;-58,47032551;-34,59626814;Moto;Cargas;Conductor;Masculino;24;2017;11;2
2017-0136;1;16/11/2017;Mañana;Avenida;4;-58,41827843;-34,65522746;Peaton;Pasajeros;Peaton;Masculino;55;2017;11;2
2017-0137;1;17/11/2017;Mañana;Avenida;11;-58,51280715;-34,59279388;Peaton;Cargas;Peaton;Femenino;60;2017;11;2
2017-0138;1;19/11/2017;Mañana;Avenida;7;-58,46258582;-34,64385704;Moto;Objeto Fijo;Pasajero_Acompañante;Masculino;25;2017;11;2
2017-0139;1;19/11/2017;Noche;Avenida;8;-58,45064148;-34,68003614;Auto;Objeto Fijo;Pasajero_Acompañante;Femenino;15;2017;11;2
2017-0140;1;19/11/2017;Noche;Autopista;4;-58,37709;-34,63747;Moto;Pasajeros;Conductor;Masculino;24;2017;11;2
2017-0141;1;23/11/2017;Noche;Avenida;6;-58,42717783;-34,62513374;Peaton;Pasajeros;Peaton;Femenino;22;2017;11;2
2017-0143;1;25/11/2017;Noche;Calle;11;-58,46442001;-34,60724519;Auto;Pasajeros;Conductor;Masculino;50;2017;11;2
2017-0144;1;26/11/2017;Mañana;Gral Paz;8;-58,47064556;-34,69843756;Auto;Objeto Fijo;Pasajero_Acompañante;Femenino;50;2017;11;2
2017-0145;1;26/11/2017;Tarde;Calle;5;-58,41677733;-34,61223119;Moto;Auto;Conductor;Masculino;58;2017;11;2
2017-0147;1;28/11/2017;Mañana;Gral Paz;9;-58,5025179;-34,67450313;Moto;Auto;Conductor;Masculino;49;2017;11;2
2017-0148;1;29/11/2017;Mañana;Avenida;3;-58,40708125;-34,62438894;Peaton;Pasajeros;Peaton;Femenino;82;2017;11;2
2017-0149;1;30/11/2017;Tarde;Avenida;1;-58,36947198;-34,61477051;Peaton;Pasajeros;Peaton;Masculino;13;2017;11;2
2017-0150;1;4/12/2017;Madrugada;Avenida;9;-58,51140889;-34,63934531;Peaton;Auto;Peaton;Masculino;56;2017;12;2
2017-0151;1;4/12/2017;Madrugada;Calle;4;-58,37460912;-34,65559133;Peaton;Pasajeros;Peaton;Masculino;;2017;12;2
2017-0152;1;6/12/2017;Tarde;Calle;4;-58,41146277;-34,65073916;Bicicleta;Pasajeros;Ciclista;Masculino;19;2017;12;2
2017-0153;2;11/12/2017;Madrugada;Avenida;6;-58,42855267;-34,61829385;Moto;Pasajeros;Pasajero_Acompañante;Masculino;;2017;12;2
2017-0153;2;11/12/2017;Madrugada;Avenida;6;-58,42855267;-34,61829385;Moto;Pasajeros;Conductor;Masculino;30;2017;12;2
2017-0154;1;11/12/2017;Mañana;Avenida;4;-58,39035581;-34,63412287;Peaton;Pasajeros;Peaton;Masculino;76;2017;12;2
2017-0155;1;12/12/2017;Noche;Avenida;7;-58,45593915;-34,62656868;NaN;Moto;NaN;Masculino;77;2017;12;2
2017-0157;1;17/12/2017;Mañana;Gral Paz;9;-58,52866211;-34,64597065;Auto;Pasajeros;Conductor;Masculino;53;2017;12;2
2017-0158;1;18/12/2017;Noche;Gral Paz;11;-58,52037476;-34,59407024;Moto;Auto;Conductor;Masculino;32;2017;12;2
2017-0159;1;20/12/2017;Madrugada;Avenida;1;-58,38896772;-34,61799615;Moto;Auto;Conductor;Masculino;27;2017;12;2
2017-0160;1;22/12/2017;Tarde;Avenida;7;-58,47074114;-34,62771756;Peaton;Moto;Peaton;Femenino;30;2017;12;2
2017-0161;1;26/12/2017;Tarde;Avenida;9;-58,48200819;-34,65969965;Peaton;Auto;Peaton;Femenino;30;2017;12;2
2018-0001;1;1/01/2018;Noche;Avenida;3;-58,39536773;-34,62297346;Peaton;Moto;Peaton;Masculino;83;2018;1;1
2018-0002;1;3/01/2018;Tarde;Calle;1;-58,37456088;-34,61895467;Bicicleta;Pasajeros;Ciclista;Femenino;26;2018;1;1
2018-0003;1;5/01/2018;Mañana;Avenida;15;-58,44860217;-34,60395657;Peaton;Multiple;Peaton;Femenino;58;2018;1;1
2018-0004;1;9/01/2018;Mañana;Avenida;13;-58,46129513;-34,54332766;Moto;Multiple;Conductor;Masculino;39;2018;1;1
2018-0005;1;9/01/2018;Noche;Avenida;1;-58,36907201;-34,61953517;Peaton;Pasajeros;Peaton;Masculino;54;2018;1;1
2018-0006;1;10/01/2018;Noche;Calle;6;-58,44062219;-34,62499107;Bicicleta;Pasajeros;Ciclista;Femenino;45;2018;1;1
2018-0007;1;11/01/2018;Madrugada;Autopista;9;-58,52502765;-34,63601265;Auto;Auto;Conductor;Masculino;46;2018;1;1
2018-0008;1;12/01/2018;Tarde;Avenida;1;-58,36659655;-34,61687778;Moto;Cargas;Conductor;Femenino;32;2018;1;1
2018-0009;1;14/01/2018;Madrugada;Avenida;4;-58,36737389;-34,62763661;Moto;Moto;Conductor;Masculino;19;2018;1;1
2018-0010;1;18/01/2018;Madrugada;Calle;10;-58,49807953;-34,63038658;Moto;Cargas;Conductor;Masculino;40;2018;1;1
2018-0011;1;19/01/2018;Mañana;Avenida;2;-58,39092703;-34,59088447;Peaton;Pasajeros;Peaton;Masculino;84;2018;1;1
2018-0012;1;26/01/2018;Tarde;Calle;8;-58,46912006;-34,68049201;Moto;Pasajeros;Conductor;Masculino;20;2018;1;1
2018-0013;1;28/01/2018;Mañana;Avenida;12;-58,48661286;-34,56786129;Moto;Auto;Conductor;Masculino;44;2018;1;1
2018-0014;1;31/01/2018;Noche;Avenida;7;-58,44074927;-34,65080597;Peaton;Moto;Peaton;Masculino;;2018;1;1
2018-0015;2;6/02/2018;Madrugada;Avenida;4;-58,38636298;-34,64684275;Moto;Pasajeros;Conductor;Masculino;28;2018;2;1
2018-0015;2;6/02/2018;Madrugada;Avenida;4;-58,38636298;-34,64684275;Moto;Pasajeros;Pasajero_Acompañante;Masculino;19;2018;2;1
2018-0016;1;15/02/2018;Mañana;Avenida;1;-58,37533517;-34,59276462;Moto;Cargas;Conductor;Masculino;31;2018;2;1
2018-0017;1;17/02/2018;Madrugada;Avenida;7;-58,46963952;-34,63070603;Peaton;Auto;Peaton;Masculino;35;2018;2;1
2018-0018;1;17/02/2018;Mañana;Calle;4;-58,37207554;-34,64543658;Moto;Cargas;Conductor;Masculino;26;2018;2;1
2018-0019;1;17/02/2018;Tarde;Avenida;2;-58,39189441;-34,59176378;Peaton;Pasajeros;Peaton;Femenino;80;2018;2;1
2018-0020;1;19/02/2018;Noche;Autopista;8;-58,45012957;-34,66518343;Moto;Cargas;Conductor;Masculino;26;2018;2;1
2018-0021;1;22/02/2018;Mañana;Avenida;4;-58,40184094;-34,64546845;Peaton;Pasajeros;Peaton;Femenino;62;2018;2;1
2018-0022;1;24/02/2018;Madrugada;Avenida;4;-58,37441153;-34,63966783;Moto;Cargas;Conductor;Masculino;28;2018;2;1
2018-0023;1;24/02/2018;Mañana;Calle;6;-58,44110156;-34,62082399;Moto;Auto;Conductor;Masculino;28;2018;2;1
2018-0024;1;28/02/2018;Noche;Avenida;15;-58,47087351;-34,57827342;Peaton;Cargas;Peaton;Masculino;70;2018;2;1
2018-0025;1;4/03/2018;Noche;Avenida;7;-58,4596221;-34,6224514;Peaton;Auto;Peaton;Masculino;70;2018;3;1
2018-0026;2;9/03/2018;Madrugada;Avenida;4;-58,41657793;-34,65476216;Movil;Cargas;Conductor;Masculino;24;2018;3;1
2018-0026;2;9/03/2018;Madrugada;Avenida;4;-58,41657793;-34,65476216;Movil;Cargas;Pasajero_Acompañante;Masculino;30;2018;3;1
2018-0027;1;11/03/2018;Noche;Calle;5;-58,41911301;-34,63722107;Peaton;Moto;Peaton;Femenino;74;2018;3;1
2018-0028;1;13/03/2018;Tarde;Avenida;9;-58,47120586;-34,64251042;Peaton;Cargas;Peaton;Masculino;71;2018;3;1
2018-0029;1;15/03/2018;Noche;Avenida;11;-58,47418944;-34,62049672;Moto;Auto;Conductor;Masculino;26;2018;3;1
2018-0030;1;20/03/2018;Madrugada;Avenida;15;-58,46720441;-34,57905579;Moto;Moto;Conductor;Masculino;24;2018;3;1
2018-0031;1;28/03/2018;Mañana;Avenida;11;-58,46909362;-34,6177971;Moto;Cargas;Conductor;Masculino;31;2018;3;1
2018-0032;1;2/04/2018;Tarde;Avenida;13;-58,44704343;-34,5688864;Peaton;Pasajeros;Peaton;Masculino;70;2018;4;1
2018-0033;1;7/04/2018;Mañana;Avenida;10;-58,50535541;-34,62902048;Moto;Cargas;Conductor;Femenino;42;2018;4;1
2018-0034;1;11/04/2018;Noche;Avenida;2;-58,40021675;-34,59522198;Peaton;Pasajeros;Peaton;Masculino;24;2018;4;1
2018-0035;1;12/04/2018;Tarde;Avenida;7;-58,46325991;-34,62919627;Peaton;Pasajeros;Peaton;Femenino;39;2018;4;1
2018-0036;1;13/04/2018;Noche;Avenida;15;-58,49471482;-34,59694755;Moto;Auto;Conductor;Masculino;37;2018;4;1
2018-0037;1;18/04/2018;Noche;Avenida;2;-58,3987261;-34,59975962;Peaton;Cargas;Peaton;Masculino;84;2018;4;1
2018-0038;2;20/04/2018;Tarde;Avenida;1;-58,38872177;-34,60885045;Peaton;Auto;Peaton;Femenino;59;2018;4;1
2018-0038;2;20/04/2018;Tarde;Avenida;1;-58,38872177;-34,60885045;Peaton;Auto;Peaton;Masculino;61;2018;4;1
2018-0039;1;21/04/2018;Noche;Autopista;14;-58,41706;-34,56162;Peaton;Auto;Peaton;Masculino;37;2018;4;1
2018-0040;1;27/04/2018;Mañana;Calle;13;-58,45686132;-34,57305993;Peaton;Cargas;Peaton;Femenino;;2018;4;1
2018-0041;1;27/04/2018;Tarde;Avenida;4;-58,42281627;-34,64282424;Peaton;Pasajeros;Peaton;Femenino;78;2018;4;1
2018-0042;1;27/04/2018;Noche;Calle;4;-58,38666024;-34,63953396;Moto;Cargas;Pasajero_Acompañante;Masculino;23;2018;4;1
2018-0043;1;28/04/2018;Mañana;Avenida;11;-58,49122843;-34,61207587;Moto;Auto;Conductor;Masculino;25;2018;4;1
2018-0044;1;28/04/2018;Mañana;Avenida;3;-58,40098306;-34,61866627;Peaton;Auto;Peaton;Femenino;50;2018;4;1
2018-0045;1;30/04/2018;Mañana;Avenida;13;-58,45448963;-34,5791692;Auto;Cargas;Conductor;Masculino;60;2018;4;1
2018-0046;1;2/05/2018;Madrugada;Gral Paz;9;-58,52927982;-34,63931752;Peaton;Auto;Peaton;Masculino;11;2018;5;1
2018-0047;1;8/05/2018;Noche;Avenida;15;-58,44759966;-34,5917024;Peaton;Pasajeros;Peaton;Masculino;82;2018;5;1
2018-0048;1;9/05/2018;Mañana;Avenida;7;-58,46411215;-34,62925068;Peaton;Pasajeros;Peaton;Masculino;57;2018;5;1
2018-0049;1;11/05/2018;Noche;Calle;13;-58,4621322;-34,55395823;Peaton;Auto;Peaton;Femenino;40;2018;5;1
2018-0050;1;14/05/2018;Noche;Avenida;13;-58,45669422;-34,5620361;Peaton;Pasajeros;Peaton;Femenino;47;2018;5;1
2018-0051;1;15/05/2018;Noche;Calle;4;-58,3597716;-34,64341878;Peaton;Auto;Peaton;Femenino;57;2018;5;1
2018-0052;1;18/05/2018;Noche;Avenida;15;-58,49820145;-34,59070093;Peaton;Pasajeros;Peaton;Masculino;78;2018;5;1
2018-0053;1;20/05/2018;Madrugada;Calle;3;-58,4105928;-34,5993918;Moto;Auto;Conductor;Masculino;43;2018;5;1
2018-0054;1;22/05/2018;Mañana;Calle;12;-58,47969138;-34,57121563;Peaton;Bicicleta;Peaton;Femenino;86;2018;5;1
2018-0055;1;29/05/2018;Mañana;Avenida;3;-58,40351561;-34,61883916;Moto;Auto;Conductor;Masculino;21;2018;5;1
2018-0056;1;2/06/2018;Tarde;Avenida;9;-58,51973844;-34,63918987;Peaton;Pasajeros;Peaton;Femenino;69;2018;6;1
2018-0057;1;3/06/2018;Madrugada;Calle;3;-58,39311376;-34,62163006;Moto;Pasajeros;Conductor;Masculino;33;2018;6;1
2018-0058;1;3/06/2018;Mañana;Avenida;15;-58,43531242;-34,59082159;Moto;Auto;Conductor;Masculino;26;2018;6;1
2018-0059;1;8/06/2018;Mañana;Avenida;5;-58,41178165;-34,63035454;Moto;Otro;Conductor;Masculino;54;2018;6;1
2018-0060;1;8/06/2018;Tarde;Avenida;1;-58,370488;-34,60189492;Peaton;Pasajeros;Peaton;Masculino;51;2018;6;1
2018-0061;1;10/06/2018;Mañana;Calle;3;-58,39883882;-34,61964833;Moto;Moto;Conductor;Masculino;51;2018;6;1
2018-0062;1;14/06/2018;Madrugada;Calle;6;-58,44110156;-34,62082399;Peaton;Cargas;Peaton;Masculino;32;2018;6;1
2018-0063;1;16/06/2018;Noche;Avenida;1;-58,37093138;-34,59952725;Peaton;Pasajeros;Peaton;Femenino;28;2018;6;1
2018-0064;1;25/06/2018;Madrugada;Avenida;7;-58,45855262;-34,63953253;Auto;Cargas;Conductor;Masculino;30;2018;6;1
2018-0065;1;26/06/2018;Tarde;Calle;1;-58,38161909;-34,59283447;Moto;Cargas;Conductor;Masculino;35;2018;6;1
2018-0066;1;28/06/2018;Mañana;Avenida;15;-58,45511899;-34,58698157;Peaton;Pasajeros;Peaton;Masculino;73;2018;6;1
2018-0067;1;29/06/2018;Tarde;Avenida;4;-58,37724226;-34,62973033;Pasajeros;Auto;Pasajero_Acompañante;Femenino;81;2018;6;1
2018-0068;1;1/07/2018;Mañana;Avenida;7;-58,45546217;-34,62930339;Moto;Auto;Conductor;Masculino;21;2018;7;2
2018-0069;1;4/07/2018;Noche;Avenida;2;-58,39897064;-34,59954925;Bicicleta;Pasajeros;Ciclista;Masculino;20;2018;7;2
