Id_Siniestro;Nro_Victimas;Fecha;Franja_Hora;Tipo_Calle;Comuna;Longitud;Latitud;Victima;Acusado;Rol;Sexo;Edad;Año;Mes;Semestre
2018-0070;1;7/07/2018;Tarde;Calle;3;-58,40917826;-34,62126274;Moto;Pasajeros;Conductor;Masculino;33;2018;7;2
2018-0071;1;10/07/2018;Tarde;Avenida;1;-58,36726348;-34,61099738;Moto;Cargas;Conductor;Masculino;;2018;7;2
2018-0072;1;11/07/2018;Tarde;Autopista;8;-58,48267426;-34,68454456;Moto;Cargas;Conductor;Masculino;27;2018;7;2
2018-0073;1;11/07/2018;Tarde;Avenida;4;-58,39546165;-34,65168841;Peaton;Cargas;Peaton;Femenino;67;2018;7;2
2018-0074;1;14/07/2018;Mañana;Avenida;7;-58,46941984;-34,63376545;Auto;Cargas;Conductor;Masculino;25;2018;7;2
2018-0075;1;15/07/2018;Mañana;Avenida;14;-58,40367321;-34,58129246;Peaton;Auto;Peaton;Masculino;23;2018;7;2
2018-0076;1;16/07/2018;Mañana;Calle;9;-58,52932872;-34,65014993;Auto;Cargas;Conductor;Masculino;73;2018;7;2
2018-0077;1;16/07/2018;Noche;Calle;3;-58,40917826;-34,62126274;Auto;Cargas;Conductor;Masculino;58;2018;7;2
2018-0078;1;21/07/2018;Mañana;Calle;2;-58,41264127;-34,59473294;Peaton;Auto;Peaton;Masculino;27;2018;7;2
2018-0079;1;23/07/2018;Mañana;Gral Paz;9;-58,50877521;-34,66977709;Peaton;Cargas;Peaton;Masculino;;2018;7;2
2018-0080;1;25/07/2018;Noche;Avenida;9;-58,51232237;-34,6590353;Peaton;Auto;Peaton;Masculino;26;2018;7;2
2018-0081;1;29/07/2018;Mañana;Avenida;7;-58,44744156;-34,64567171;Peaton;Multiple;Peaton;Masculino;35;2018;7;2
2018-0082;1;1/08/2018;Tarde;Avenida;9;-58,49441273;-34,65869968;Moto;Cargas;Conductor;Femenino;17;2018;8;2
2018-0083;1;2/08/2018;Madrugada;Gral Paz;8;-58,47976785;-34,69153196;Moto;Cargas;Conductor;Masculino;;2018;8;2
2018-0084;1;3/08/2018;Mañana;Avenida;1;-58,36523349;-34,62260331;Peaton;Cargas;Peaton;Masculino;45;2018;8;2
2018-0085;2;3/08/2018;Noche;Avenida;3;-58,39118948;-34,62704273;Moto;Pasajeros;Pasajero_Acompañante;Femenino;22;2018;8;2
2018-0085;2;3/08/2018;Noche;Avenida;3;-58,39118948;-34,62704273;Moto;Pasajeros;Conductor;Masculino;30;2018;8;2
2018-0086;1;10/08/2018;Noche;Avenida;9;-58,49019551;-34,65015854;Peaton;Pasajeros;Peaton;Masculino;40;2018;8;2
2018-0087;1;15/08/2018;Noche;Avenida;5;-58,41644362;-34,63023775;Peaton;Pasajeros;Peaton;Masculino;75;2018;8;2
2018-0088;1;17/08/2018;Tarde;Gral Paz;12;-58,5007381;-34,5497951;Moto;Cargas;Conductor;Masculino;;2018;8;2
2018-0089;1;17/08/2018;Tarde;Avenida;4;-58,39626094;-34,63036565;Peaton;Pasajeros;Peaton;Masculino;80;2018;8;2
2018-0090;1;18/08/2018;Mañana;Avenida;8;-58,43284809;-34,67051543;Moto;Auto;Conductor;Masculino;27;2018;8;2
2018-0091;1;19/08/2018;Noche;Autopista;9;-58,52280139;-34,63659934;Auto;Auto;Pasajero_Acompañante;Femenino;23;2018;8;2
2018-0092;1;20/08/2018;Mañana;Avenida;14;-58,4233693;-34,59774487;Moto;Auto;Conductor;Masculino;23;2018;8;2
2018-0093;1;20/08/2018;Mañana;Calle;1;-58,38691681;-34,63105973;Peaton;Pasajeros;Peaton;Masculino;24;2018;8;2
2018-0094;1;23/08/2018;Madrugada;Calle;14;-58,4116902;-34,5857988;Moto;Pasajeros;Conductor;Masculino;32;2018;8;2
2018-0095;1;26/08/2018;Madrugada;Avenida;9;-58,46739825;-34,65117757;Auto;Auto;Pasajero_Acompañante;Femenino;49;2018;8;2
2018-0096;1;31/08/2018;Noche;Autopista;8;-58,44483258;-34,67152226;Peaton;Auto;Peaton;Masculino;39;2018;8;2
2018-0097;1;2/09/2018;Mañana;Avenida;8;-58,43254025;-34,66128115;Auto;Otro;Conductor;Femenino;35;2018;9;2
2018-0098;2;9/09/2018;Madrugada;Gral Paz;8;-58,47199387;-34,69640164;Auto;Auto;Conductor;Masculino;55;2018;9;2
2018-0098;2;9/09/2018;Madrugada;Gral Paz;8;-58,47199387;-34,69640164;Auto;Auto;Pasajero_Acompañante;Masculino;54;2018;9;2
2018-0099;1;12/09/2018;Tarde;Avenida;7;-58,46411215;-34,62925068;Peaton;Pasajeros;Peaton;Masculino;18;2018;9;2
2018-0100;1;20/09/2018;Mañana;Avenida;1;-58,36217754;-34,62367156;Moto;Auto;NaN;Femenino;33;2018;9;2
2018-0101;1;21/09/2018;Madrugada;Gral Paz;12;-58,48098594;-34,5407313;Auto;Multiple;Conductor;Masculino;;2018;9;2
2018-0102;1;21/09/2018;Madrugada;Calle;4;-58,41083404;-34,64640709;Moto;Auto;Conductor;Masculino;20;2018;9;2
2018-0103;1;27/09/2018;Tarde;Avenida;7;-58,44609828;-34,64446729;Peaton;Moto;Peaton;Masculino;1;2018;9;2
2018-0104;1;1/10/2018;Mañana;Autopista;4;-58,37709334;-34,64035082;Moto;Moto;Conductor;Masculino;22;2018;10;2
2018-0105;1;3/10/2018;Noche;Avenida;7;-58,46963952;-34,63070603;Peaton;Pasajeros;Peaton;Femenino;56;2018;10;2
2018-0106;1;4/10/2018;Noche;Avenida;13;-58,43674281;-34,55161027;Moto;Moto;Conductor;Masculino;27;2018;10;2
2018-0107;1;6/10/2018;Tarde;Avenida;3;-58,4059686;-34,61011987;Peaton;Pasajeros;Peaton;Femenino;62;2018;10;2
2018-0108;1;9/10/2018;Tarde;Avenida;1;-58,36154069;-34,60463618;Moto;Auto;Conductor;Masculino;37;2018;10;2
2018-0109;1;10/10/2018;Noche;Avenida;1;-58,37062179;-34,60066507;Peaton;Pasajeros;Peaton;Masculino;34;2018;10;2
2018-0110;1;13/10/2018;Madrugada;Avenida;15;-58,43220014;-34,60207186;Peaton;Moto;Peaton;Masculino;60;2018;10;2
2018-0111;1;19/10/2018;Tarde;Autopista;9;-58,46958442;-34,64949724;Moto;Cargas;Conductor;Masculino;28;2018;10;2
2018-0112;1;24/10/2018;Mañana;Calle;15;-58,44671397;-34,59970903;Moto;Cargas;Conductor;Femenino;28;2018;10;2
2018-0113;1;25/10/2018;Mañana;Calle;11;-58,47152163;-34,61474911;Moto;Cargas;Conductor;Masculino;20;2018;10;2
2018-0114;1;30/10/2018;Madrugada;Avenida;1;-58,39032921;-34,61807951;Moto;Auto;Conductor;Masculino;23;2018;10;2
2018-0115;1;31/10/2018;Tarde;Calle;9;-58,52887773;-34,64297861;Peaton;Pasajeros;Peaton;Masculino;42;2018;10;2
2018-0116;1;1/11/2018;Mañana;Gral Paz;8;-58,49371157;-34,67981324;Peaton;Cargas;Peaton;Masculino;48;2018;11;2
2018-0117;1;4/11/2018;Mañana;Avenida;9;-58,48266599;-34,66012327;Moto;Moto;Conductor;Masculino;30;2018;11;2
2018-0118;1;5/11/2018;Tarde;Avenida;3;-58,40612253;-34,60774301;Peaton;Moto;Peaton;Femenino;80;2018;11;2
2018-0119;1;5/11/2018;Noche;Avenida;8;-58,43613623;-34,66292532;Peaton;NaN;Peaton;Femenino;32;2018;11;2
2018-0120;1;9/11/2018;Tarde;Avenida;12;-58,48250732;-34,57208238;Peaton;Auto;Peaton;Femenino;51;2018;11;2
2018-0121;1;9/11/2018;Tarde;Avenida;10;-58,49945705;-34,6374328;Peaton;Pasajeros;Peaton;Femenino;72;2018;11;2
2018-0122;1;12/11/2018;Madrugada;Autopista;8;-58,47743966;-34,67233407;Auto;Auto;Conductor;Masculino;33;2018;11;2
2018-0123;1;12/11/2018;Madrugada;Gral Paz;9;-58,5025179;-34,67450313;Auto;NaN;Conductor;Masculino;25;2018;11;2
2018-0124;1;15/11/2018;Noche;Autopista;9;-58,52144411;-34,63682499;Cargas;Cargas;Conductor;Masculino;44;2018;11;2
2018-0125;1;16/11/2018;Noche;Avenida;4;-58,41650465;-34,65084045;Peaton;Pasajeros;Peaton;Masculino;29;2018;11;2
2018-0126;1;18/11/2018;Tarde;Gral Paz;9;-58,52994219;-34,64055918;Moto;Auto;Conductor;Masculino;27;2018;11;2
2018-0127;1;19/11/2018;Mañana;Gral Paz;12;-58,50993046;-34,56919739;Moto;Moto;Conductor;Masculino;29;2018;11;2
2018-0128;2;25/11/2018;Madrugada;Gral Paz;9;-58,52844623;-34,64592873;Auto;Pasajeros;Pasajero_Acompañante;Masculino;49;2018;11;2
2018-0128;2;25/11/2018;Madrugada;Gral Paz;9;-58,52844623;-34,64592873;Auto;Pasajeros;Pasajero_Acompañante;Femenino;39;2018;11;2
2018-0129;1;28/11/2018;Madrugada;Avenida;15;-58,45021367;-34,58695347;Moto;Pasajeros;Conductor;Masculino;37;2018;11;2
2018-0130;1;3/12/2018;Madrugada;Avenida;10;-58,49022072;-34,62770192;Moto;Pasajeros;Conductor;Masculino;;2018;12;2
2018-0131;1;7/12/2018;Noche;Avenida;1;-58,36860866;-34,60106568;Moto;Cargas;Conductor;Masculino;29;2018;12;2
2018-0132;1;12/12/2018;Mañana;Autopista;2;-58,39490504;-34,57241534;Peaton;Cargas;Peaton;Masculino;70;2018;12;2
2018-0133;1;12/12/2018;Tarde;Avenida;7;-58,46963952;-34,63070603;Peaton;Cargas;Peaton;Femenino;60;2018;12;2
2018-0134;1;12/12/2018;Noche;Avenida;7;-58,42349365;-34,64019887;Peaton;Moto;Peaton;Masculino;56;2018;12;2
2018-0135;1;18/12/2018;Tarde;Avenida;1;-58,37471802;-34,61265002;Peaton;Pasajeros;Peaton;Masculino;80;2018;12;2
2018-0136;1;18/12/2018;Tarde;Avenida;7;-58,46438789;-34,62913916;Peaton;Pasajeros;Peaton;Femenino;70;2018;12;2
2018-0137;1;18/12/2018;Noche;Calle;1;-58,38481975;-34,61100424;Moto;Pasajeros;Pasajero_Acompañante;Masculino;29;2018;12;2
2018-0138;1;21/12/2018;Mañana;Calle;10;-58,50751833;-34,62073702;Pasajeros;Pasajeros;Pasajero_Acompañante;Femenino;79;2018;12;2
2018-0139;1;22/12/2018;Mañana;Calle;7;-58,44682986;-34,63888084;Moto;Moto;Pasajero_Acompañante;Masculino;28;2018;12;2
2018-0140;1;22/12/2018;Mañana;Calle;1;-58,3600465;-34,61381341;Auto;Auto;Conductor;Masculino;78;2018;12;2
2018-0141;1;22/12/2018;Tarde;Avenida;5;-58,41509546;-34,62085945;Peaton;Moto;Peaton;Masculino;75;2018;12;2
2018-0142;1;25/12/2018;Tarde;Gral Paz;12;-58,50997604;-34,57251072;Cargas;Pasajeros;Pasajero_Acompañante;Masculino;32;2018;12;2
2018-0143;1;29/12/2018;Madrugada;Avenida;10;-58,48606475;-34,64047818;Moto;Auto;Conductor;Masculino;22;2018;12;2
2019-0001;1;8/01/2019;Mañana;Avenida;2;-58,38526125;-34,5780581;Moto;Cargas;Conductor;Masculino;25;2019;1;1
2019-0002;1;9/01/2019;Madrugada;Avenida;7;-58,45463662;-34,65082149;Auto;Cargas;Conductor;Masculino;32;2019;1;1
2019-0003;1;12/01/2019;Mañana;Avenida;15;-58,49121672;-34,59718073;Moto;Auto;Conductor;Masculino;23;2019;1;1
2019-0004;1;14/01/2019;Noche;Avenida;9;-58,47325712;-34,65284605;Auto;Pasajeros;Conductor;Masculino;71;2019;1;1
2019-0005;1;19/01/2019;Tarde;Avenida;10;-58,52108101;-34,63382309;Moto;Cargas;Conductor;Masculino;43;2019;1;1
2019-0006;1;23/01/2019;Madrugada;Avenida;14;-58,41652702;-34,55509606;Peaton;Auto;Peaton;Femenino;12;2019;1;1
2019-0007;1;26/01/2019;Noche;Calle;5;-58,42891604;-34,6107166;Moto;Auto;Conductor;Masculino;35;2019;1;1
2019-0008;1;30/01/2019;Noche;Gral Paz;8;-58,47802293;-34,69156793;Moto;Multiple;Conductor;Masculino;42;2019;1;1
2019-0009;1;31/01/2019;Tarde;Avenida;1;-58,37564821;-34,62200207;Moto;Auto;Conductor;Masculino;34;2019;1;1
2019-0010;2;2/02/2019;Mañana;Avenida;14;-58,42668489;-34,56961468;Peaton;Auto;Peaton;Masculino;;2019;2;1
2019-0010;2;2/02/2019;Mañana;Avenida;14;-58,42668489;-34,56961468;Peaton;Auto;Peaton;Masculino;59;2019;2;1
2019-0011;1;10/02/2019;Madrugada;Gral Paz;9;-58,5183993;-34,66252488;Peaton;Auto;Peaton;Masculino;;2019;2;1
2019-0012;1;17/02/2019;Madrugada;Avenida;8;-58,48432691;-34,67665828;Moto;Auto;Conductor;Masculino;31;2019;2;1
2019-0013;1;20/02/2019;Mañana;Calle;7;-58,4338383;-34,64457699;Peaton;Auto;Peaton;Masculino;39;2019;2;1
2019-0014;1;20/02/2019;Tarde;Calle;11;-58,51664939;-34,58657938;Moto;Objeto Fijo;Conductor;Masculino;69;2019;2;1
2019-0015;1;23/02/2019;Mañana;Avenida;11;-58,49613012;-34,59703502;Auto;Objeto Fijo;Conductor;Masculino;21;2019;2;1
2019-0016;1;24/02/2019;Madrugada;Calle;4;-58,38313603;-34,63356284;Moto;Pasajeros;Conductor;Masculino;40;2019;2;1
2019-0017;1;3/03/2019;Mañana;Calle;3;-58,39914719;-34,61632317;Auto;Pasajeros;Conductor;Masculino;22;2019;3;1
2019-0018;1;3/03/2019;Noche;Autopista;13;-58,44927253;-34,54048625;Peaton;Auto;Peaton;Femenino;29;2019;3;1
2019-0019;1;6/03/2019;Tarde;Avenida;13;-58,45049163;-34,55374003;Moto;Auto;Conductor;Masculino;;2019;3;1
2019-0020;1;7/03/2019;Noche;Avenida;5;-58,41288952;-34,63572989;Moto;Auto;Conductor;Masculino;43;2019;3;1
2019-0021;1;15/03/2019;Noche;Avenida;7;-58,45743597;-34,62561234;Moto;Auto;Conductor;Masculino;23;2019;3;1
2019-0022;1;15/03/2019;Madrugada;Avenida;1;-58,39123782;-34,62352245;Auto;NaN;Pasajero_Acompañante;Masculino;;2019;3;1
2019-0023;1;16/03/2019;Mañana;Gral Paz;9;-58,52922765;-34,63637963;Auto;Objeto Fijo;Conductor;Masculino;34;2019;3;1
2019-0024;1;19/03/2019;Mañana;Avenida;1;-58,37208118;-34,58541957;Moto;Cargas;Conductor;Masculino;32;2019;3;1
2019-0025;1;22/03/2019;Tarde;Calle;5;-58,41458534;-34,60937557;Peaton;Auto;Peaton;Masculino;27;2019;3;1
2019-0026;1;28/03/2019;Mañana;Avenida;8;-58,47976785;-34,69153196;Peaton;Pasajeros;Peaton;Masculino;;2019;3;1
2019-0027;1;28/03/2019;Mañana;Avenida;2;-58,39990285;-34,59511714;Bicicleta;Multiple;Ciclista;Masculino;37;2019;3;1
2019-0028;1;6/04/2019;Mañana;Avenida;11;-58,46051346;-34,60588536;Peaton;Pasajeros;Peaton;Femenino;;2019;4;1
2019-0029;1;7/04/2019;Mañana;Avenida;8;-58,47976785;-34,69153196;Moto;Objeto Fijo;Conductor;Masculino;27;2019;4;1
2019-0030;1;9/04/2019;Tarde;Calle;7;-58,45457546;-34,62447891;Moto;Cargas;Conductor;Masculino;25;2019;4;1
2019-0031;1;12/04/2019;Noche;Avenida;1;-58,36951669;-34,59832047;Bicicleta;Cargas;Ciclista;Masculino;20;2019;4;1
2019-0032;1;16/04/2019;Mañana;Avenida;11;-58,46415322;-34,6044379;Peaton;Auto;Peaton;Femenino;83;2019;4;1
2019-0033;1;18/04/2019;Madrugada;Autopista;1;-58,36607137;-34,62150748;Moto;NaN;Conductor;Masculino;25;2019;4;1
2019-0034;1;21/04/2019;Mañana;Avenida;7;-58,45537373;-34,65093074;Moto;Objeto Fijo;Conductor;Masculino;;2019;4;1
2019-0035;1;23/04/2019;Tarde;Calle;1;-58,37942637;-34,60053054;Peaton;Bicicleta;Peaton;Femenino;75;2019;4;1
2019-0036;1;26/04/2019;Noche;Calle;6;-58,4368044;-34,62147504;Moto;Auto;Conductor;Masculino;34;2019;4;1
2019-0037;1;1/05/2019;Noche;Avenida;3;-58,40778291;-34,61971907;Moto;Auto;Conductor;Masculino;17;2019;5;1
2019-0038;1;4/05/2019;Tarde;Avenida;13;-58,45212523;-34,54628513;Peaton;Moto;Peaton;Femenino;42;2019;5;1
2019-0039;1;9/05/2019;Madrugada;Avenida;7;-58,46749188;-34,63551751;Moto;Auto;Conductor;Masculino;82;2019;5;1
2019-0040;1;9/05/2019;Tarde;Calle;7;-58,4426358;-34,63679732;Moto;NaN;Conductor;Masculino;28;2019;5;1
2019-0041;1;11/05/2019;Noche;Avenida;9;-58,51140289;-34,65846419;Auto;Multiple;Pasajero_Acompañante;Femenino;44;2019;5;1
2019-0042;1;14/05/2019;Tarde;Calle;1;-58,38211431;-34,62465368;Peaton;Pasajeros;Peaton;Masculino;78;2019;5;1
2019-0043;1;21/05/2019;Mañana;Avenida;1;-58,36951669;-34,59832047;Bicicleta;Cargas;Ciclista;Femenino;39;2019;5;1
2019-0044;1;27/05/2019;Tarde;Avenida;5;-58,41635217;-34,62036547;Peaton;Moto;Peaton;Femenino;;2019;5;1
2019-0045;1;3/06/2019;Mañana;Avenida;14;-58,41316147;-34,57579669;Moto;Cargas;Conductor;Masculino;77;2019;6;1
2019-0046;1;4/06/2019;Mañana;Gral Paz;13;-58,47617802;-34,53825652;Moto;Auto;Pasajero_Acompañante;Femenino;33;2019;6;1
2019-0047;1;6/06/2019;Mañana;Avenida;4;-58,38641783;-34,63330028;Peaton;Cargas;Peaton;Masculino;26;2019;6;1
2019-0048;1;7/06/2019;Mañana;Avenida;6;-58,45322169;-34,62038137;Moto;Cargas;Conductor;Masculino;76;2019;6;1
2019-0049;1;8/06/2019;Mañana;Calle;13;-58,45849057;-34,56166498;Peaton;Cargas;Peaton;Femenino;32;2019;6;1
2019-0050;1;8/06/2019;Noche;Avenida;14;-58,41829559;-34,59411677;Moto;Cargas;Conductor;Masculino;72;2019;6;1
2019-0051;1;11/06/2019;Mañana;Calle;4;-58,36376488;-34,63832093;Moto;Auto;Conductor;Masculino;21;2019;6;1
2019-0053;1;14/06/2019;Tarde;Avenida;8;-58,46442668;-34,66004784;Auto;Auto;Pasajero_Acompañante;Masculino;41;2019;6;1
2019-0054;1;20/06/2019;Madrugada;Calle;15;-58,48222035;-34,58428769;Moto;Objeto Fijo;Conductor;Masculino;49;2019;6;1
2019-0055;1;20/06/2019;Noche;Avenida;1;-58,36819005;-34,60283208;Moto;Pasajeros;Conductor;Masculino;21;2019;6;1
2019-0056;1;29/06/2019;Tarde;Avenida;7;-58,45877601;-34,62330939;Peaton;Auto;Peaton;Femenino;47;2019;6;1
2019-0057;1;5/07/2019;Noche;Calle;13;-58,44196498;-34,55760517;Peaton;Auto;Peaton;Femenino;75;2019;7;2
2019-0058;1;10/07/2019;Mañana;Autopista;10;-58,50622631;-34,63627822;Moto;Pasajeros;Conductor;Masculino;63;2019;7;2
2019-0059;1;13/07/2019;Noche;Calle;1;-58,3841088;-34,63099197;Moto;Pasajeros;Conductor;Masculino;39;2019;7;2
2019-0060;1;17/07/2019;Mañana;Avenida;10;-58,48100602;-34,63504312;Peaton;Auto;Peaton;Femenino;30;2019;7;2
2019-0061;1;17/07/2019;Noche;Calle;13;-58,45200171;-34,5578132;Peaton;Pasajeros;Peaton;Femenino;78;2019;7;2
2019-0062;1;1/08/2019;Noche;Avenida;13;-58,44462132;-34,56201105;Peaton;Pasajeros;Peaton;Femenino;58;2019;8;2
2019-0063;1;4/08/2019;Madrugada;Avenida;15;-58,45220688;-34,58711712;Moto;Pasajeros;Pasajero_Acompañante;Masculino;60;2019;8;2
2019-0064;1;6/08/2019;Madrugada;Avenida;7;-58,4596221;-34,6224514;Moto;Auto;Conductor;Masculino;;2019;8;2
2019-0065;1;8/08/2019;Tarde;Calle;4;-58,4197085;-34,65414867;Peaton;Pasajeros;Peaton;Femenino;20;2019;8;2
2019-0066;1;11/08/2019;Noche;Avenida;7;-58,44187596;-34,64938031;Peaton;Auto;Peaton;Masculino;55;2019;8;2
2019-0067;1;14/08/2019;Tarde;Calle;10;-58,49101637;-34,64276621;Moto;Cargas;Conductor;Masculino;40;2019;8;2
2019-0068;1;14/08/2019;Tarde;Avenida;8;-58,42493829;-34,66256502;Moto;Moto;Conductor;Masculino;35;2019;8;2
2019-0069;1;17/08/2019;Madrugada;Avenida;4;-58,40489318;-34,62930162;Moto;Auto;Conductor;Masculino;53;2019;8;2
2019-0070;1;22/08/2019;Tarde;Avenida;14;-58,4268668;-34,59217875;Moto;Bicicleta;Conductor;Masculino;43;2019;8;2
2019-0071;1;27/08/2019;Mañana;Avenida;9;-58,479611;-34,65620398;Peaton;Cargas;Peaton;Masculino;25;2019;8;2
2019-0072;1;28/08/2019;Mañana;Avenida;10;-58,47439934;-34,63524207;Auto;Auto;Conductor;Masculino;;2019;8;2
2019-0073;1;29/08/2019;Madrugada;Avenida;15;-58,46711912;-34,57926018;Auto;Objeto Fijo;Conductor;Masculino;22;2019;8;2
2019-0074;1;29/08/2019;Mañana;Autopista;13;-58,46514781;-34,53465378;Moto;Cargas;Conductor;Masculino;29;2019;8;2
2019-0075;1;30/08/2019;Noche;Calle;4;-58,37571078;-34,65584079;Moto;Pasajeros;Conductor;Masculino;35;2019;8;2
2019-0076;1;5/09/2019;Noche;Autopista;4;-58,37157668;-34,65429986;Moto;Cargas;Conductor;Femenino;31;2019;9;2
2019-0077;1;8/09/2019;Madrugada;Avenida;14;-58,39811256;-34,58070186;Peaton;Auto;Peaton;Femenino;29;2019;9;2
2019-0078;1;12/09/2019;Mañana;Avenida;4;-58,41125934;-34,6541774;Peaton;Cargas;Peaton;Femenino;28;2019;9;2
2019-0079;1;17/09/2019;Madrugada;Calle;5;-58,41822901;-34,61866836;Moto;Pasajeros;Conductor;Masculino;72;2019;9;2
2019-0080;1;17/09/2019;Noche;Gral Paz;13;-58,47617802;-34,53825652;Peaton;Moto;Peaton;Masculino;57;2019;9;2
2019-0081;1;23/09/2019;Tarde;Avenida;15;-58,46141281;-34,58623761;Peaton;Pasajeros;Peaton;Masculino;76;2019;9;2
2019-0082;1;25/09/2019;Mañana;Avenida;8;-58,42985146;-34,6611974;Bicicleta;Cargas;Ciclista;Masculino;67;2019;9;2
2019-0083;1;26/09/2019;Mañana;Calle;9;-58,48457413;-34,6583909;Auto;Auto;Conductor;Masculino;47;2019;9;2
2019-0084;1;27/09/2019;Mañana;Calle;7;-58,46572884;-34,63628186;Bicicleta;Cargas;Ciclista;Femenino;73;2019;9;2
2019-0085;1;9/10/2019;Noche;Calle;10;-58,49261744;-34,6341913;Bicicleta;Tren;Ciclista;Masculino;40;2019;10;2
2019-0086;1;15/10/2019;Tarde;Avenida;15;-58,45283186;-34,5884156;Moto;Pasajeros;Conductor;Masculino;20;2019;10;2
2019-0087;1;21/10/2019;Noche;Avenida;12;-58,47973681;-34,57418656;Moto;Moto;Conductor;Masculino;29;2019;10;2
2019-0088;1;22/10/2019;Noche;Avenida;4;-58,40623949;-34,65076549;Peaton;Pasajeros;Peaton;Masculino;41;2019;10;2
2019-0089;1;23/10/2019;Tarde;Avenida;4;-58,36244648;-34,63107887;Peaton;Cargas;Peaton;Femenino;27;2019;10;2
2019-0090;1;24/10/2019;Noche;Avenida;9;-58,49962423;-34,64868027;Peaton;Moto;Peaton;Masculino;92;2019;10;2
2019-0091;1;1/11/2019;Noche;Avenida;15;-58,44551437;-34,59559816;Peaton;Pasajeros;Peaton;Masculino;67;2019;11;2
2019-0092;1;3/11/2019;Mañana;Calle;4;-58,35608181;-34,63420319;Peaton;Pasajeros;Peaton;Masculino;35;2019;11;2
2019-0093;1;13/11/2019;Mañana;Avenida;11;-58,46483679;-34,60907662;Bicicleta;Otro;Ciclista;Masculino;37;2019;11;2
2019-0094;1;18/11/2019;Tarde;Calle;15;-58,44368628;-34,59724326;Moto;Otro;Pasajero_Acompañante;Femenino;16;2019;11;2
2019-0095;1;20/11/2019;Tarde;Autopista;1;-58,37864583;-34,62907067;Moto;Cargas;Conductor;Masculino;;2019;11;2
2019-0096;1;22/11/2019;Noche;Avenida;1;-58,37560352;-34,62726382;Peaton;Pasajeros;Peaton;Masculino;;2019;11;2
2019-0097;1;25/11/2019;Mañana;Autopista;9;-58,47721439;-34,64815069;Moto;Multiple;Pasajero_Acompañante;Femenino;73;2019;11;2
2019-0098;1;25/11/2019;Tarde;Avenida;15;-58,45134029;-34,58984288;Pasajeros;Pasajeros;Pasajero_Acompañante;Femenino;23;2019;11;2
2019-0100;1;5/12/2019;Tarde;Avenida;12;-58,49040794;-34,58368803;Moto;Auto;Conductor;Masculino;61;2019;12;2
2019-0101;1;17/12/2019;Madrugada;Avenida;4;-58,42102679;-34,64991178;Moto;Moto;Conductor;Masculino;38;2019;12;2
2019-0102;1;17/12/2019;Tarde;Calle;9;-58,52219407;-34,64143926;Moto;Auto;Conductor;Masculino;25;2019;12;2
2019-0103;1;18/12/2019;NaN;Gral Paz;11;-58,52169422;-34,5947164;Moto;Moto;Conductor;Masculino;18;2019;12;2
2019-0104;1;21/12/2019;Madrugada;Avenida;10;-58,47460416;-34,63206174;Moto;Auto;Pasajero_Acompañante;Femenino;24;2019;12;2
